"Country","Manufacturer","Commercial_Name","Category","CO2_Emissions","Mass","Fuel_Type","Fuel_Mode","Engine_Capacity","Innovative_Technology","CO2_Reduction","Year"
"HU","FIAT GROUP AUTOMOBILES SPA","LINEA","M1",129,1260,"diesel","M",1248,NA,NA,2010
"DK","VOLKSWAGEN","GOLF","M1",150,1484,"petrol","M",1390,NA,NA,2011
"FR","FIAT GROUP","FIAT PANDA","M1",120,1015,"petrol","M",1242,"",NA,2013
"EE","VOLKSWAGEN","PASSAT","M1",162,1517,"petrol","M",1798,NA,NA,2012
"PL","AUDI AG","A5","M1",172,1690,"petrol","M",1984,NA,NA,2011
"AT","VOLKSWAGEN","PASSAT","M1",155,1726,"diesel","M",1968,"",NA,2014
"DE","DAIMLER AG","E350BLUETEC","M1",171,1955,"diesel","M",2987,"",NA,2013
"ES","DAIMLER AG","G 500","M1",351,2375,"petrol","M",5461,NA,NA,2011
"DE","BMW AG","530I","M1",191,1820,"petrol","M",2996,"",NA,2014
"IT","VOLKSWAGEN","GOLF","M1",185,1420,"petrol","M",1984,NA,NA,2012
"IT","TOYOTA","VERSO-S","M1",115,1280,"diesel","M",1364,NA,NA,2011
"AT","VOLVO","V40","M1",102,1424,"diesel","M",1560,"",NA,2014
"FR","FIAT GROUP AUTOMOBILES SPA","FIAT BRAVO","M1",122,1395,"diesel","M",1598,NA,NA,2012
"HU","TOYOTA","TOYOTA YARIS","M1",123,1100,"petrol","M",1329,"",NA,2013
"GB","HYUNDAI","unknown","M1",145,NA,"petrol","M",1396,NA,NA,2012
"BE","FIAT GROUP","PANDA","M1",120,1015,"petrol","M",1242,"",NA,2014
"AT","HYUNDAI","IX 55","M1",199,2269,"diesel","M",2959,NA,NA,2012
"LU","TOYOTA","YARIS","M1",118,1135,"petrol","M",1329,NA,NA,2012
"NL","VOLKSWAGEN","GOLF PLUS","M1",139,1400,"petrol","",1197,NA,NA,2010
"GR","CHRYSLER GROUP LLC","CALIBER","M1",177,1460,"petrol","M",NA,NA,NA,2010
"DK","MITSUBISHI MOTORS CORPORATION MMC","Mitsubishi Outlander","M1",216,1700,"petrol","M",2360,NA,NA,2010
"ES","DAIMLER AG","VIANO","M1",284,2236,"petrol","M",3498,NA,NA,2011
"GR","NISSAN INTERNATIONAL SA","QASHQAI","M1",199,1606,"petrol","M",NA,NA,NA,2010
"BE","AUTOMOBILES CITROEN","C5","M1",155,1704,"petrol","M",1598,"",NA,2014
"SI","OPEL","INSIGNIA / 2.0 / DT 16V","M1",154,1613,"diesel","M",1956,NA,NA,2010
"BG","FORD WERKE GMBH","FOCUS","M1",117,1360,"petrol","M",NA,"",NA,2013
"PL","CHRYSLER","GRAND CHEROKEE","M1",235,2266,"petrol","M",3604,NA,NA,2011
"AT","AUTOMOBILES PEUGEOT","208 GTI THP 200","M1",139,1265,"petrol","M",1598,"",NA,2014
"ES","NISSAN","LEAF","M1",0,1574,"electric","E",NA,"",NA,2014
"DK","FORD WERKE GMBH","FIESTA","M1",95,1117,"diesel","M",1560,"",NA,2014
"BE","FIAT GROUP AUTOMOBILES SPA","LANCIA DELTA","M1",146,1395,"petrol","M",1368,NA,NA,2011
"FI","FUJI HEAVY INDUSTRIES","XV","M1",146,1510,"diesel","M",1998,"",NA,2013
"ES","AUTOMOBILES PEUGEOT","2008","M1",103,1385,"","",1560,"",NA,2013
"FR","DAIMLER AG","CLASSE E","M1",142,1655,"petrol","M",1991,"",NA,2014
"GB","SKODA","SUPERB ELEGANCE TDI CR140","M1",145,1569,"diesel","M",1968,NA,NA,2010
"BE","BMW AG","120i","M1",155,1395,"petrol","M",1995,NA,NA,2011
"IT","OPEL","ASTRA","M1",99,1613,"diesel","M",1686,NA,NA,2012
"DE","OPEL","ASTRA","M1",147,1503,"petrol","M",1598,NA,NA,2011
"SK","VOLKSWAGEN","CADDY API","M1",166,1715,"diesel","M",1968,"",NA,2014
"IT","AUTOMOBILES CITROEN","C4 PICASSO","M1",140,1559,"diesel","M",1560,NA,NA,2011
"AT","TOYOTA","RAV4 2,0 D4-D 2WD","M1",127,1610,"diesel","M",1998,"",NA,2013
"PL","BMW AG","X1 XDRIVE20I","M1",177,1665,"petrol","M",1997,NA,NA,2012
"FI","FORD WERKE GMBH","GRAND C-MAX","M1",154,1539,"petrol","M",1596,NA,NA,2012
"FI","SKODA","ROOMSTER","M1",134,1237,"petrol","M",1197,NA,NA,2012
"GB","SKODA","FABIA 1 HTP 12V","M1",140,1130,"petrol","M",1198,NA,NA,2010
"BE","DAIMLER AG","E 200","M1",156,1585,"petrol","M",1796,NA,NA,2011
"GB","CHRYSLER GROUP LLC","JOURNEY SXT CRD","M1",165,1975,"diesel","M",1968,NA,NA,2010
"NL","BAYERISCHE MOTOREN WERKE AG","320D","M1",135,1730,"diesel","",1995,NA,NA,2010
"IT","OPEL","AGILA","M1",118,1095,"petrol","M",1242,NA,NA,2012
"BG","AUTOMOBILES PEUGEOT","EXPERT","M1",183,2044,"diesel","M",NA,"",NA,2013
"ES","TOYOTA MOTOR EUROPE","AURIS","M1",163,1425,"petrol","",1598,NA,NA,2010
"FR","OPEL","CORSA","M1",129,1163,"petrol","M",1229,NA,NA,2012
"LU","AUTOMOBILES CITROEN","JUMPER","M1",210,2570,"diesel","M",2999,NA,NA,2012
"LV","NISSAN","JUKE","M1",145,1335,"petrol","M",1598,NA,NA,2011
"DE","HYUNDAI CZECH","I 30","M1",130,1260,"petrol","M",1396,"",NA,2014
"PL","AUTOMOBILES PEUGEOT","308","M1",147,1437,"petrol","M",1598,NA,NA,2012
"FI","DAIMLER AG","C 200 CDI","M1",131,1590,"diesel","M",2143,NA,NA,2012
"DE","VOLKSWAGEN","CARAVELLE","M1",193,1982,"diesel","M",1968,"",NA,2014
"IT","AA-IVA","NSU PRINZ","M1",NA,670,"petrol","M",598,"",NA,2013
"GB","FORD WERKE GMBH","GALAXY TITANIUM X TDCI A","M1",159,1805,"diesel","M",1997,NA,NA,2011
"DE","OPEL","ADAM","M1",119,1120,"petrol","M",1398,"",NA,2014
"LU","AUDI AG","A5","M1",149,1715,"diesel","M",2967,"",NA,2013
"PL","VOLVO","V60","M1",144,1703,"diesel","M",1984,NA,NA,2011
"CZ","BMW AG","M 550 D XDRIVE","M1",169,2065,"diesel","M",2993,"",NA,2013
"BE","OPEL","ASTRA SPORTS TOURER","M1",124,1613,"diesel","M",1956,"",NA,2013
"GB","VOLKSWAGEN","GOLF SE TDI 140 S-A","M1",138,1372,"diesel","M",1968,NA,NA,2012
"DE","DAIMLER AG","C260","M1",166,1750,"petrol","M",1991,"",NA,2013
"GR","RENAULT","CLIO","M1",135,1055,"petrol","M",1149,NA,NA,2012
"SI","HYUNDAI","I 10 / 1.1 / AUT.","M1",134,1010,"petrol","M",1086,NA,NA,2012
"IT","FIAT GROUP AUTOMOBILES SPA","FIAT PUNTO","M1",139,1115,"petrol","M",1368,NA,NA,2011
"SI","DAIMLER AG","VIANO / 2.2 / CDI AUT. BLUEEFFICIENCY","M1",214,2286,"diesel","M",2143,NA,NA,2012
"PL","TOYOTA","LAND CRUISER 150","M1",213,2180,"diesel","M",2982,NA,NA,2012
"GB","OPEL","ASTRA SRI","M1",129,1373,"petrol","M",1398,NA,NA,2010
"AT","RENAULT","CLIO","M1",90,1146,"diesel","M",1461,"",NA,2013
"GB","OPEL","ASTRA ELITE","M1",147,1437,"petrol","M",1598,NA,NA,2011
"DE","DAIMLER AG","VIANO","M1",221,2185,"diesel","M",2987,NA,NA,2012
"NL","OPEL","INSIGNIA LIMOUSINE HB","M1",139,1613,"petrol","M",1598,"",NA,2014
"IE","BAYERISCHE MOTOREN WERKE AG","BMW","M1",140,1445,"diesel","M",NA,NA,NA,2010
"IT","AA-IVA","FIAT 500","M1",155,1150,"petrol","M",1368,NA,NA,2011
"PL","AUTOMOBILES CITROEN","C1","M1",106,925,"petrol","M",998,NA,NA,2011
"GB","AUTOMOBILES CITROEN","C4 VTR 16V","M1",153,1257,"petrol","M",1360,NA,NA,2010
"LU","TOYOTA","YARIS","M1",123,1135,"petrol","M",1329,NA,NA,2011
"FI","SKODA","FABIA","M1",124,1164,"petrol","M",1197,NA,NA,2010
"DE","FORD WERKE GMBH","TOURNEO CONNECT","M1",130,1604,"diesel","M",1560,"",NA,2014
"ES","DAIMLER AG","E 250","M1",142,1825,"","",2143,"",NA,2013
"IT","DAIMLER AG","B 180","M1",137,1425,"petrol","M",1595,"",NA,2014
"GB","DAIMLER AG","C220 SE ED 125 CDI BLUEEF-CY A","M1",131,1610,"diesel","M",2143,NA,NA,2011
"GB","SEAT","LEON FR PLUS TSI","M1",170,1395,"petrol","M",1984,NA,NA,2012
"GB","FORD WERKE GMBH","FOCUS SPORT TDCI","M1",115,1435,"diesel","M",1596,NA,NA,2011
"AT","KIA","PICANTO/MPI/1,0/COOL/MT/5D/69","M1",99,970,"petrol","M",998,NA,NA,2012
"DE","BMW AG","XREIHE","",165,1675,"petrol","M",1997,NA,NA,2012
"HU","VOLKSWAGEN","PASSAT","M1",135,1601,"diesel","M",1968,"",NA,2013
"LT","TOYOTA","TOYOTA AVENSIS","M1",120,1585,"diesel","M",1998,"",NA,2013
"GB","BMW AG","116I SPORT TURBO AUTO","M1",134,1385,"petrol","M",1598,NA,NA,2011
"IT","FIAT GROUP","ALFA GIULIETTA","M1",124,1395,"diesel","M",1956,"",NA,2013
"SK","MAZDA","MAZDA 3","M1",175,1335,"petrol","M",1999,NA,NA,2011
"AT","OPEL","ASTRA","M1",130,1613,"diesel","M",1956,NA,NA,2011
"FR","BMW AG","MINI","M1",139,1340,"petrol","M",1598,NA,NA,2012
"DK","FIAT GROUP AUTOMOBILES SPA","ALFA GIULIETTA","M1",177,1404,"petrol","M",1742,NA,NA,2010
"GB","OPEL","ASTRA GTC SRI CDTI S/S","M1",114,1571,"diesel","M",1686,"",NA,2013
"SI","NISSAN","JUKE / 1.2 / 16V","M1",129,1278,"petrol","M",1197,"",NA,2014
"DE","AUDI AG","A3 SPORTBACK","M1",110,1395,"diesel","M",1968,"",NA,2013
"IT","AA-IVA","FIAT PANDA","M1",104,935,"lpg","B",1242,NA,NA,2011
"DE","VOLKSWAGEN","TOURAN","M1",NA,1739,"ng-biomethane","M",1390,NA,NA,2012
"GR","HONDA UK","CIVIC 5DR","M1",129,1251,"petrol","M",1339,"",NA,2014
"GR","TOYOTA","TOYOTA RAV4","M1",174,1560,"petrol","M",NA,NA,NA,2011
"BE","SEAT","IBIZA","M1",146,1242,"petrol","M",1390,NA,NA,2010
"PL","LAND ROVER","FREELANDER2","M1",179,2045,"diesel","M",2179,NA,NA,2010
"GR","DAIMLER AG","B 180 CDI","M1",118,1475,"diesel","M",1796,"",NA,2013
"PL","TOYOTA MOTOR EUROPE","YARIS","M1",125,1128,"petrol","M",1329,NA,NA,2010
"GR","NISSAN","NISSAN QASHQAI","M1",137,1450,"diesel","M",NA,NA,NA,2012
"PT","SEAT","IBIZA ST","M1",109,1225,"diesel","M",1598,NA,NA,2012
"BE","OPEL","ZAFIRA TOURER","M1",169,1664,"petrol","M",1796,"",NA,2013
"FR","TOYOTA","AURIS","M1",130,1250,"petrol","M",1329,"",NA,2014
"DE","RENAULT","MEGANE SCENIC","M1",105,1547,"diesel","M",1461,"",NA,2014
"PL","AUTOMOBILES CITROEN","C4","M1",145,1327,"petrol","M",1598,"",NA,2014
"PL","MAGYAR SUZUKI","SEDICI","M1",149,1275,"petrol","M",1586,NA,NA,2011
"IT","AUTOMOBILES CITROEN","C4 PICASSO","M1",149,1655,"diesel","M",1997,NA,NA,2012
"GB","OUT OF SCOPE","KA EDGE","M1",119,940,"petrol","M",1242,NA,NA,2012
"DE","RENAULT","MASTER","M1",205,2062,"diesel","M",2299,NA,NA,2011
"PL","SEAT","ALTEA XL","M1",152,1375,"petrol","M",1390,NA,NA,2012
"DE","BENTLEY","BENTLEYCONTINENTALGTC","M1",396,2615,"petrol","M",5998,NA,NA,2012
"LV","SEAT","LEON","M1",117,1335,"diesel","M",1968,"",NA,2013
"DE","OPEL","ZAFIRA TOURER","M1",154,1788,"petrol","M",1598,"",NA,2014
"DE","VOLKSWAGEN","PHAETON","M1",224,2377,"diesel","M",2967,NA,NA,2010
"DE","AUDI AG","A8","M1",169,1915,"diesel","M",2967,"",NA,2013
"DE","DAIMLER AG","C250BLUETEC","M1",115,1590,"diesel","M",2143,"",NA,2013
"RO","BAYERISCHE MOTOREN WERKE AG","X6 XDRIVE 30D","M1",195,2150,"diesel","M",2993,NA,NA,2010
"MT","TOYOTA MOTOR EUROPE","AURIS","",125,1370,"diesel","",1364,NA,NA,2010
"CZ","KIA","PICANTO","M1",99,920,"petrol","M",998,NA,NA,2012
"DE","BAYERISCHE MOTOREN WERKE AG","3er Reihe","M1",146,1595,"diesel","M",1995,NA,NA,2010
"GB","AUTOMOBILES PEUGEOT","207 MILLESIM HDI","M1",114,1253,"diesel","M",1398,NA,NA,2010
"HU","AUDI AG","A3","M1",120,1250,"petrol","M",1395,"",NA,2013
"IT","FIAT GROUP","FIAT PANDA","M1",99,1050,"petrol","M",875,"",NA,2013
"HU","HONDA TURKIYE","CR-V","M1",163,1773,"diesel","M",2199,NA,NA,2012
"BE","OPEL","Antara","M1",160,1836,"diesel","M",2231,NA,NA,2012
"FR","NISSAN","QASHQAI","M1",129,1450,"diesel","M",1461,NA,NA,2011
"AT","RENAULT","MEGANE","M1",104,1290,"diesel","M",1461,"",NA,2013
"IT","UNKNOWN","","M1",164,875,"petrol","M",1108,NA,NA,2012
"SE","SEAT","LEON ST","M1",121,1275,"petrol","M",1395,"",NA,2014
"GB","MAZDA","MX-5 I ROADSTER KENDO","M1",177,1201,"petrol","M",1999,NA,NA,2011
"BE","DAIMLER AG","E 250 CDI","M1",132,1735,"diesel","M",2143,"",NA,2013
"CY","AUDI AG","AUDI Q5","M1",184,1895,"diesel","M",NA,NA,NA,2011
"GB","HYUNDAI","IX20 STYLE CRDI","M1",114,1345,"diesel","M",1396,NA,NA,2011
"GB","SKODA","SUPERB LAURIN & KLEM TDICR 4X4","M1",165,1654,"diesel","M",1968,"",NA,2013
"GB","VOLVO","XC60 ES AWD D3 AUTO","M1",179,1941,"diesel","M",2400,NA,NA,2012
"PT","VOLKSWAGEN","CADDY","M1",134,1532,"diesel","M",1598,"",NA,2013
"NL","PORSCHE","911","M1",247,1585,"petrol","",3800,NA,NA,2011
"DE","BMW AG","5ERREIHE","M1",178,1960,"petrol","M",2979,"",NA,2013
"ES","NISSAN","NV200","M1",137,1588,"diesel","M",1461,NA,NA,2011
"CZ","FORD WERKE GMBH","GRAND C-MAX","M1",159,1496,"petrol","M",1596,NA,NA,2012
"GR","TOYOTA","Toyota Yaris","M1",124,1140,"petrol","M",NA,NA,NA,2012
"CZ","VOLVO","XC90 D5 AWD R-DESIGN","M1",239,2224,"diesel","M",2400,NA,NA,2011
"AT","OPEL","CORSA","M1",129,1163,"petrol","M",1398,NA,NA,2010
"HU","SKODA","OCTAVIA","M1",110,1347,"diesel","M",1968,"",NA,2013
"PL","PORSCHE","CAYMAN","M1",214,1435,"petrol","M",2893,NA,NA,2010
"DE","BMW AG","XREIHE","",184,1770,"petrol","M",1997,NA,NA,2012
"GB","DAIMLER AG","A180 BLUEEFFICIENCY SPORT AUTO","M1",133,1395,"petrol","M",1595,"",NA,2013
"DE","RENAULT","MEGANE","M1",175,1465,"diesel","M",1995,NA,NA,2012
"GB","AUTOMOBILES PEUGEOT","RCZ SPORT THP 156","M1",155,1350,"petrol","M",1598,NA,NA,2010
"AT","AUDI AG","A1 SPORTBACK","M1",108,1290,"diesel","M",1968,NA,NA,2012
"LU","DAIMLER AG","B200","M1",114,1475,"diesel","M",1796,"",NA,2014
"DE","OPEL","Astra","M1",143,1385,"diesel","M",1686,NA,NA,2010
"HU","DACIA","SANDERO","M1",135,1106,"petrol","M",1149,"",NA,2013
"FR","DAIMLER AG","FORTWO","M1",97,825,"petrol","M",999,NA,NA,2011
"PL","TOYOTA","YARIS","M1",118,1070,"petrol","M",998,NA,NA,2011
"GB","AUTOMOBILES PEUGEOT","PARTNER TEPEE S HDI 92","M1",139,1544,"diesel","M",1560,NA,NA,2011
"SE","AUTOMOBILES CITROEN","","M1",198,1600,"petrol","M",1997,NA,NA,2010
"PL","OPEL","ASTRA SPORTS TOURER","M1",144,1503,"petrol","M",1362,NA,NA,2012
"DE","VOLKSWAGEN","CADDY","M1",136,1547,"diesel","M",1598,"",NA,2013
"SE","VOLVO","V40","M1",136,1597,"diesel","M",1984,"",NA,2013
"DE","OPEL","CORSA","M1",122,1163,"petrol","M",1398,"",NA,2014
"BG","HONDA MOTOR CO","CIVIC 5DR","M1",139,1422,"diesel","M",2204,NA,NA,2010
"SE","OPEL","ASTRA","M1",122,1571,"diesel","M",1686,NA,NA,2011
"GB","AUTOMOBILES CITROEN","C3 VT HDI","M1",99,1230,"diesel","M",1398,NA,NA,2012
"BG","DACIA","LODGY","M1",140,1365,"petrol","M",1197,"",NA,2013
"PL","SKODA","OCTAVIA","M1",169,1330,"petrol","M",1595,NA,NA,2011
"FI","FORD WERKE GMBH","S-MAX","M1",189,1750,"petrol","M",1999,NA,NA,2011
"AT","RENAULT","CLIO","M1",104,1084,"petrol","M",898,"",NA,2013
"PT","VOLKSWAGEN","UP","M1",108,929,"petrol","M",999,NA,NA,2012
"HU","KIA SLOVAKIA","cee'd","M1",145,1308,"petrol","M",1396,"",NA,2013
"DE","BMW AG","325D","M1",160,1610,"diesel","M",2993,NA,NA,2012
"AT","NISSAN","NISSAN NV200","M1",130,1532,"diesel","M",1461,"",NA,2014
"DE","KIA","EDCEED","M1",158,1334,"petrol","M",1591,NA,NA,2011
"GR","TOYOTA MOTOR EUROPE","TOYOTA IQ","M1",120,1030,"petrol","M",NA,NA,NA,2010
"DE","MITSUBISHI MOTORS CORPORATION","MITSUBISHI ASX","M1",135,1345,"petrol","M",1590,"",NA,2013
"CZ","OPEL","ASTRA SPORTS TOURER","M1",156,1437,"petrol","M",1598,"",NA,2014
"NL","BAYERISCHE MOTOREN WERKE AG","1ER REIHE","M1",225,1685,"petrol","",2979,NA,NA,2010
"BE","BMW AG","X1 sDrive20d","M1",139,1565,"diesel","M",1995,NA,NA,2012
"GB","DACIA","SANDERO","M1",120,1037,"petrol","M",898,"",NA,2013
"GB","FIAT GROUP AUTOMOBILES SPA","BRAVO SPORT MULTIJET 165","M1",139,1456,"diesel","M",1956,NA,NA,2010
"ES","SEAT","ALTEA ","M1",132,1395,"petrol","M",1197,"",NA,2014
"SK","NISSAN","NISSAN 370Z","M1",248,1613,"petrol","M",3696,"",NA,2014
"NL","SEAT","IBIZA","M1",149,1100,"petrol","",1390,NA,NA,2010
"IE","RENAULT","RENAULT","M1",130,NA,"diesel","M",NA,NA,NA,2010
"DE","MAGYAR SUZUKI","FIATSEDICI","M1",141,1215,"petrol","M",1586,NA,NA,2012
"IT","SKODA","SUPERB","M1",159,1594,"diesel","M",1968,NA,NA,2012
"NL","AUDI AG","A6 AVANT","M1",156,1865,"diesel","M",2967,"",NA,2014
"ES","AUTOMOBILES PEUGEOT","BIF","M1",112,1275,"diesel","M",1248,"",NA,2014
"ES","OPEL","MOKKA","M1",139,1462,"diesel","M",1686,"",NA,2014
"PL","FORD WERKE GMBH","MONDEO","M1",129,1557,"petrol","M",1997,"",NA,2013
"NL","AUDI AG","Q5","M1",184,1830,"petrol","",1984,"",NA,2014
"SE","DAIMLER AG","GLK 250 CDI 4MATIC","M1",177,1845,"diesel","M",2143,NA,NA,2010
"DE","BMW AG","750LIXDRIVE","",278,2140,"petrol","M",4395,NA,NA,2012
"FI","AUDI AG","A4","M1",189,1840,"diesel","M",2967,NA,NA,2011
"IT","AUDI AG","Q7","M1",195,2345,"diesel","M",2967,"",NA,2014
"GB","DAIMLER AG","E220 SE CDI BLUEEFFI-CY A","M1",134,1680,"diesel","M",2143,NA,NA,2012
"GR","MAGYAR SUZUKI","SX4, SUZUKI SX4,   AERIO AERIO SX4 LIANA LIANA SX4","M1",141,1215,"petrol","M",NA,NA,NA,2012
"DE","OPEL","ASTRA","M1",109,1471,"diesel","M",1248,NA,NA,2012
"DE","DACIA","DUSTER","M1",127,1280,"diesel","M",1461,"",NA,2013
"GB","VOLKSWAGEN","GOLF MATCH TDI BLUE TECH","M1",114,1366,"diesel","M",1968,NA,NA,2012
"HU","NISSAN","FX37","M1",282,2062,"petrol","M",3696,NA,NA,2012
"DE","OPEL","CORSA","M1",112,1259,"diesel","M",1248,"",NA,2014
"AT","RENAULT","ESPACE","M1",169,2146,"diesel","M",1995,NA,NA,2012
"AT","VOLKSWAGEN","SHARAN","M1",149,1851,"diesel","M",1968,"",NA,2014
"LT","FIAT GROUP AUTOMOBILES SPA","ALFA ROMEO SPORT WAGON","M1",142,1615,"diesel","M",1956,NA,NA,2011
"GB","FUJI HEAVY INDUSTRIES","OUTBACK SE NAV+ BOX D SYM AWD","M1",155,1673,"diesel","M",1998,"",NA,2013
"NL","VOLKSWAGEN","SCIROCCO","M1",174,1393,"petrol","",1984,NA,NA,2012
"GB","AUDI AG","TT BLACK EDITION TFSI AUTO","M1",164,1375,"petrol","M",1984,"",NA,2014
"LU","DAIMLER AG","E220","M1",131,1735,"diesel","M",2143,"",NA,2014
"PL","DACIA","DUSTER","M1",137,1449,"diesel","M",1461,NA,NA,2012
"PT","VOLVO","V70","M1",119,1612,"diesel","M",1560,NA,NA,2010
"DK","DAIMLER AG","B 200 CDI","M1",116,1505,"diesel","M",1796,"",NA,2013
"GB","AUDI AG","Q3 S LINE TDI QUATTRO","M1",149,1610,"diesel","M",1968,"",NA,2013
"GB","AUDI AG","A3 SPORT TFSI S-A","M1",109,1325,"petrol","M",1395,"",NA,2013
"PL","DACIA","DUSTER","M1",185,1417,"petrol","M",1598,NA,NA,2011
"BG","RENAULT","LAGUNA","M1",185,1691,"diesel","M",1995,NA,NA,2011
"DE","DACIA","LOGAN","M1",164,1369,"lpg","B",1598,NA,NA,2011
"PL","AVTOVAZ","LADA","M1",225,1285,"petrol","M",1690,NA,NA,2011
"ES","HYUNDAI","I40 ","M1",119,1760," ","",1685,"",NA,2013
"FR","AUTOMOBILES CITROEN","C3","M1",99,1135,"petrol","M",999,NA,NA,2012
"CZ","SEAT","ALTEA XL","M1",129,1505,"diesel","M",1598,NA,NA,2010
"MT","TOYOTA","","",120,1145,"petrol","",NA,NA,NA,2011
"GB","OPEL","CORSA ENERGY ECOFLEX","M1",117,1100,"petrol","M",998,NA,NA,2010
"PL","FUJI HEAVY INDUSTRIES LTD","LEGACY","M1",161,1710,"diesel","M",1998,NA,NA,2010
"GB","BMW AG","320I M SPORT","M1",154,1435,"petrol","M",1995,NA,NA,2012
"DE","UNKNOWN","POLO","",178,1320,"petrol","M",1390,NA,NA,2012
"BE","RENAULT","CLIO","M1",144,1279,"petrol","M",1618,"",NA,2014
"GB","BMW AG","X5 XDRIVE30D SE AUTO","M1",195,2150,"diesel","M",2993,NA,NA,2011
"AT","OPEL","INSIGNIA LIMOUSINE NB","M1",157,1701,"diesel","M",1956,NA,NA,2011
"FR","DAIMLER AG","CLASSE E","M1",168,1835,"diesel","M",2987,NA,NA,2012
"GB","AUTOMOBILES CITROEN","DS5 DSTYLE BLUEHDI AUTO","M1",118,1615,"diesel","M",1997,"",NA,2014
"GB","TOYOTA","YARIS T3 HYBRID CVT","M1",79,1210,"petrol","B",1497,NA,NA,2012
"PL","FORD-WERKE GMBH","FOCUS","M1",115,1352,"diesel","M",1560,NA,NA,2010
"PT","RENAULT","CLIO","M1",105,1194,"diesel","M",1461,NA,NA,2012
"FR","DAIMLER AG","CLASSE A","M1",131,1395,"petrol","M",1595,"",NA,2013
"PL","VOLKSWAGEN","GOLF","M1",106,1420,"diesel","M",1598,"",NA,2014
"PL","AA-IVA","FIAT 500","M1",98,1045,"petrol","M",1368,NA,NA,2011
"LV","MAZDA MOTOR CORPORATION","3","M1",149,1310,"petrol","M",1598,NA,NA,2010
"PL","AUDI AG","A8","M1",194,2115,"diesel","M",4134,"",NA,2014
"HU","OPEL","Zafira Tourer","M1",154,1733,"petrol","M",1598,"",NA,2013
"GR","VOLKSWAGEN","POLO","M1",119,1102,"petrol","M",NA,NA,NA,2012
"HU","GM KOREA","Spark","M1",118,1044,"petrol","M",995,"",NA,2013
"IT","VOLKSWAGEN","TIGUAN","M1",199,1689,"petrol","M",1984,"",NA,2013
"DE","VOLKSWAGEN","TOURAN","M1",135,1649,"diesel","M",1968,NA,NA,2012
"PL","AA-IVA","FIAT 500","M1",118,1038,"petrol","M",1242,NA,NA,2011
"PT","FORD WERKE GMBH","Fiesta","M1",114,1122,"petrol","M",998,"",NA,2014
"FR","VOLKSWAGEN","CC","M1",131,1571,"diesel","M",1968,"",NA,2014
"HU","OPEL","ASTRA","M1",146,1270,"petrol","M",1598,NA,NA,2010
"GB","VOLVO","V60 R-DESIGN D2","M1",108,1680,"diesel","M",1560,"",NA,2014
"LU","AUDI AG","Q7","M1G",242,2515,"diesel","M",4134,NA,NA,2011
"AT","VOLKSWAGEN","GOLF SPORTSVAN","M1",101,1415,"diesel","M",1598,"",NA,2014
"PL","DAIMLER AG","FORTWO","M1",97,900,"petrol","M",898,"",NA,2014
"GR","MAGYAR SUZUKI CORPORATION LTD","SWIFT","M1",116,1035,"petrol","M",NA,NA,NA,2010
"AT","RENAULT","ESPACE","M1",193,1995,"diesel","M",1995,NA,NA,2010
"GB","DAIMLER AG","C220 ELEGANCE ED125 CDI B-CY A","M1",138,1665,"diesel","M",2143,NA,NA,2011
"GB","SKODA","CITIGO S 12V","M1",105,929,"petrol","M",999,"",NA,2014
"FR","FIAT GROUP","ALFA GIULIETTA","M1",114,1385,"diesel","M",1598,"",NA,2013
"BE","TOYOTA","TOYOTA VERSO","M1",159,1525,"petrol","M",1798,"",NA,2013
"CY","MAGYAR SUZUKI","SX4","M1",149,1300,"petrol","M",NA,"",NA,2013
"IT","FIAT GROUP","ALFA MITO","M1",134,1155,"petrol","M",1368,"",NA,2013
"AT","CHRYSLER","FREEMONT","M1",194,2089,"diesel","M",1956,NA,NA,2012
"FR","LOTUS","EVORA","M1",199,1458,"petrol","M",3456,NA,NA,2011
"AT","TOYOTA","AURIS 1,4 D-4D 90 DPF M/M","M1",130,1380,"diesel","M",1364,NA,NA,2011
"DE","UNKNOWN","GOLF","",177,1313,"petrol","M",1395,NA,NA,2012
"DK","FORD WERKE GMBH","Fiesta","M1",154,1145,"petrol","M",1388,NA,NA,2011
"DK","AUDI AG","A1 Sportback","M1",118,1140,"petrol","M",1197,"",NA,2013
"HU","OPEL","Zafira","M1",168,1550,"petrol","M",1796,"",NA,2013
"RO","FORD WERKE GMBH","Focus","M1",139,1547,"diesel","M",1997,NA,NA,2012
"LU","RENAULT","CLIO","M1",90,1146,"diesel","M",1461,"",NA,2014
"SI","AUTOMOBILES PEUGEOT","208 / 1.6 / I 16V","M1",139,1235,"petrol","M",1598,"",NA,2014
"IT","FIAT GROUP","FIAT 500L","M1",117,1500,"diesel","M",1598,"",NA,2013
"CZ","OPEL","MERIVA","M1",140,1437,"petrol","M",1398,"",NA,2013
"LU","QUATTRO","RS6","M1",229,2010,"petrol","M",3993,"",NA,2013
"DE","VOLKSWAGEN","GOLF","M1",138,1372,"diesel","M",1968,NA,NA,2011
"GB","BMW AG","330I SE","M1",173,1540,"petrol","M",2996,NA,NA,2011
"DE","SEAT","LEON ST","M1",106,1358,"diesel","M",1968,"",NA,2014
"AT","FORD-WERKE GMBH","TRANSIT BUS 280K/103KW","M1",208,2023,"diesel","M",2198,NA,NA,2010
"NL","BMW AG","X REIHE","M1G",236,2145,"petrol","M",2979,"",NA,2013
